order,chapter_id,letter_number,tamil_title,source_file,source_sha256,translation_file,status
16,m53-l3981,3981,நல்ல தருணம் இது; நழுவ விடலாமா?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3981_நல்ல_தருணம்_இது;_நழுவ_விடலாமா/chapter.md,b26eb8fc26d8d51a95601d87b4c2b24cf2215bc8e1552f96e716feb4a6e320de,translations/vol53/m53-l3981.en.md,translated
17,m53-l3982,3982,எல்லோரையும் எப்போதும் ஏமாற்ற முடியுமா?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3982_எல்லோரையும்_எப்போதும்_ஏமாற்ற_முடியுமா/chapter.md,af610ae88e52c5cf9b7488696466ad79ae57bae6fd1c53a8c15cf00975d4d25d,translations/vol53/m53-l3982.en.md,translated
18,m53-l3983,3983,சட்டப்பேரவை கண்ட கண்கொள்ளாக் காட்சிகள்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3983_சட்டப்பேரவை_கண்ட_கண்கொள்ளாக்_காட்சிகள்!/chapter.md,5e45396345cce3f84ee66183a21c666558a574264eed82f022983288db312f8f,translations/vol53/m53-l3983.en.md,translated
19,m53-l3984,3984,"ஜெயலலிதாவின் சவால், சாகசமா சண்டித்தனமா?","v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3984_ஜெயலலிதாவின்_சவால்,_சாகசமா_சண்டித்தனமா/chapter.md",8045d66fbf4c00d529ffed89bccea53b64957b4c6f15cce1585717528d1b4eaa,translations/vol53/m53-l3984.en.md,translated
20,m53-l3985,3985,கடுகு சிறுத்தாலும் காரம் போகாது என்பதைத் கழகம் பெறவிருக்கும் வெற்றியின் மூலம் மெய்ப்பித்துக் காட்டுவோம்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3985_கடுகு_சிறுத்தாலும்_காரம்_போகாது_என்பதைத்_கழகம்_பெறவிருக்கும்_வெற்றியின்/chapter.md,46e09b03843d51cf2e7bd808b59db1cfd0da7e3a52b58961f7a2ff9421f3ad4f,translations/vol53/m53-l3985.en.md,translated
21,m53-l3986,3986,வரும் ஜனவரி 5 அன்று சென்னையில் ஆர்ப்பாட்டம் ஏன்?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3986_வரும்_ஜனவரி_5_அன்று_சென்னையில்_ஆர்ப்பாட்டம்_ஏன்/chapter.md,9054add18b044a5f8ff9c5d638d668601651cfc411381b20cecbd058de4664f7,translations/vol53/m53-l3986.en.md,translated
22,m53-l3987,3987,திவாலாகிறதா தமிழகத்தின் நிதி நிலை?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3987_திவாலாகிறதா_தமிழகத்தின்_நிதி_நிலை/chapter.md,3edacf29e24cf0c4f915906de093886ecd0395533df56e035d46dd3ee727d8b6,translations/vol53/m53-l3987.en.md,translated
23,m53-l3988,3988,நீதியில் ஊழலுக்கு நிச்சயம் இடம் இல்லை!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3988_நீதியில்_ஊழலுக்கு_நிச்சயம்_இடம்_இல்லை!/chapter.md,2583666fa8a1ad9cb518872ba4de5775a36b712dda4f782e01451195f2a98ef6,translations/vol53/m53-l3988.en.md,translated
24,m53-l3989,3989,"நெஞ்சு பொறுக்குதில்லையே, நிலை கெட்டோரை நினைத்தால்!","v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3989_நெஞ்சு_பொறுக்குதில்லையே,_நிலை_கெட்டோரை_நினைத்தால்!/chapter.md",9d6f032478567d500adaae8c01aa91e454d20e70d44ceeb92fc75ea01f7218f0,translations/vol53/m53-l3989.en.md,translated
25,m53-l3990,3990,கண்ணின் வலியா? கழகத்தின் வலிவா? எதில் கவனம் செலுத்துவது?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3990_கண்ணின்_வலியா_கழகத்தின்_வலிவா_எதில்_கவனம்_செலுத்துவது/chapter.md,4cc594fecd3f68f2a9f21ae8bc5a0dff208392f48fc81b73ea4f6d5304c7fff4,translations/vol53/m53-l3990.en.md,translated
26,m53-l3991,3991,நமக்கு நாமே - ஸ்டாலின் அரசியல் வாழ்வில் ஒரு மைல் கல்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3991_நமக்கு_நாமே_-_ஸ்டாலின்_அரசியல்_வாழ்வில்_ஒரு_மைல்_கல்!/chapter.md,442c94529c3cc8c2018fe093c4549ae175e33936a2f246723bd2419a2f2fe85c,translations/vol53/m53-l3991.en.md,translated
27,m53-l3992,3992,நாளைக்கு வரும் வெற்றிக்கு இன்றே அச்சாரமாவோம்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3992_நாளைக்கு_வரும்_வெற்றிக்கு_இன்றே_அச்சாரமாவோம்!/chapter.md,298bce8cafea21bff17f194ff79628c8baaddb337d6ae75e32d96de6e28f5d4e,translations/vol53/m53-l3992.en.md,translated
28,m53-l3993,3993,கேட்டது வெண்ணெய்; தருவது சுண்ணாம்பா?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3993_கேட்டது_வெண்ணெய்;_தருவது_சுண்ணாம்பா/chapter.md,f3426db4ffe52b37976211fc15b61430980f3d976673802fe6248a6ff210c038,translations/vol53/m53-l3993.en.md,translated
29,m53-l3994,3994,பொய்யைத் திரும்பத் திரும்பச் சொன்னால் உண்மையாகிவிடுமா?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3994_பொய்யைத்_திரும்பத்_திரும்பச்_சொன்னால்_உண்மையாகிவிடுமா/chapter.md,5fbcddd812af3dda2faeee1ec2240ceb046158d798b06020c29f027a85cc1957,translations/vol53/m53-l3994.en.md,translated
30,m53-l3995,3995,எல்லோரும் கேட்டது ஏழு பேரின் விடுதலையே!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3995_எல்லோரும்_கேட்டது_ஏழு_பேரின்_விடுதலையே!/chapter.md,4017711ee6d94799abf0383edfc6d66cd31e681293b06c692e4856bb649959d0,translations/vol53/m53-l3995.en.md,translated
31,m53-l3996,3996,அவசரகதியில் அழுக்கல் நாட்டு விழாக்களும் அரைகுறையான வெள்ள நிவாரணப் பணிகளும்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3996_அவசரகதியில்_அழுக்கல்_நாட்டு_விழாக்களும்_அரைகுறையான_வெள்ள_நிவாரணப்_பணிகளு/chapter.md,f3d1f297ed077f3d6b006b550f721e938e60d9ec93be61ff99cc3107d8b18da7,translations/vol53/m53-l3996.en.md,translated
32,m53-l3997,3997,அ.தி.மு.க. தேர்தல் அறிக்கையில் மதுவிலக்கைச் சொல்லி மக்களை ஏமாற்ற முயற்சியா?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3997_அ.தி.மு.க._தேர்தல்_அறிக்கையில்_மதுவிலக்கைச்_சொல்லி_மக்களை_ஏமாற்ற_முயற்சி/chapter.md,07ebfcebc1f6c800ae058d54208676d2097c78177fc6c88e0a9f4f23a1c07b4b,translations/vol53/m53-l3997.en.md,translated
33,m53-l3998,3998,நம்பிக்கை எனக்கு நிரம்பவே உண்டு!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3998_நம்பிக்கை_எனக்கு_நிரம்பவே_உண்டு!/chapter.md,b3ead289b5ceef47b1dbd0ccd95f112e91767464359ef620bc93f48eca3b91cc,translations/vol53/m53-l3998.en.md,translated
34,m53-l3999,3999,விஷ்ணுபிரியா வழக்கை சி.பி.ஐ.தான் விசாரிக்க வேண்டும்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l3999_விஷ்ணுபிரியா_வழக்கை_சி.பி.ஐ.தான்_விசாரிக்க_வேண்டும்!/chapter.md,b94f97fd6c98665abe7db9b53d076a94fe16c90ee573e2d0d9631cfa7abe6e35,translations/vol53/m53-l3999.en.md,translated
35,m53-l4000,4000,"சூதும், வாதும் வேதனையில் முடியும்!","v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4000_சூதும்,_வாதும்_வேதனையில்_முடியும்!/chapter.md",f4d343184ada5394b7febdbb30d21b5e15f5bf7ecd99f74355d43bcfba1ee501,translations/vol53/m53-l4000.en.md,translated
36,m53-l4001,4001,உன்னால் முடியாதது உலகினில் எதும் உண்டோ?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4001_உன்னால்_முடியாதது_உலகினில்_எதும்_உண்டோ/chapter.md,7ece86f4e275a2e036438767aed281b728defdf5cd620098b37940cec920be1d,translations/vol53/m53-l4001.en.md,translated
37,m53-l4002,4002,ஒவ்வொருவரும் “ஸ்டாலினைப்” போல உழைத்திடுவீர்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4002_ஒவ்வொருவரும்_“ஸ்டாலினைப்”_போல_உழைத்திடுவீர்!/chapter.md,ed94becfb30e42ee16cb0656a4b1183262108d12f6aa1bd6f5ff09277022f91a,translations/vol53/m53-l4002.en.md,translated
38,m53-l4003,4003,இறுதியில் ஏமாறப் போவது ஜெயலலிதாதான்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4003_இறுதியில்_ஏமாறப்_போவது_ஜெயலலிதாதான்!/chapter.md,14427414f8b6e3a61b511fa2bfad1659facdff88b3661287819a9853f5e65587,translations/vol53/m53-l4003.en.md,translated
39,m53-l4004,4004,என்ன பாட்டு பாடத் தோன்றும்?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4004_என்ன_பாட்டு_பாடத்_தோன்றும்/chapter.md,76e7fcc4e9276b7ca9d0f1ee0821b66f9857d07f6317e937fca3508a2a4670d4,translations/vol53/m53-l4004.en.md,translated
40,m53-l4005,4005,தமிழகத்தில் ஏற்பட்டிருப்பது மலர்ச்சியல்ல; மக்கள் கிளர்ச்சியே!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4005_தமிழகத்தில்_ஏற்பட்டிருப்பது_மலர்ச்சியல்ல;_மக்கள்_கிளர்ச்சியே!/chapter.md,15e51ac4cf79de83476e70ae7d946660e539e070f4b5fe8eb486e1bc28b19c53,translations/vol53/m53-l4005.en.md,translated
41,m53-l4006,4006,ஒரே நோக்குடன் உழைத்திடுவீர்! வெற்றி நமதே!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4006_ஒரே_நோக்குடன்_உழைத்திடுவீர்!_வெற்றி_நமதே!/chapter.md,8077e8fcfeaff7db3bcf57240059f8b8c13fc21044008d37de1ac77993d65876,translations/vol53/m53-l4006.en.md,translated
42,m53-l4007,4007,அ.தி.மு.க. அரசின் நீதிமன்றக் கண்டனங்கள் ஏராளம்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4007_அ.தி.மு.க._அரசின்_நீதிமன்றக்_கண்டனங்கள்_ஏராளம்!/chapter.md,b592ff965bd8ccb95dac41457298fea12ff28c08a86dc33cee208a5b3e481bea,translations/vol53/m53-l4007.en.md,translated
43,m53-l4008,4008,வானத்தில் பறக்கும் ஜெயலலிதாவுக்கு உண்மை தெரியாது!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4008_வானத்தில்_பறக்கும்_ஜெயலலிதாவுக்கு_உண்மை_தெரியாது!/chapter.md,245e9f9f6215691a7413b6a841b32f5ba7d13e2aa0820c74d9fb75e46d583615,translations/vol53/m53-l4008.en.md,translated
44,m53-l4009,4009,நமது புதிய ஆட்சி பூத்திட; பொய் முகத்தை அடையாளம் காட்டு!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4009_நமது_புதிய_ஆட்சி_பூத்திட;_பொய்_முகத்தை_அடையாளம்_காட்டு!/chapter.md,f4b94cc72edb16684b6b9f31f945296c24e77c018078b083a1cce9ffcd586889,translations/vol53/m53-l4009.en.md,translated
45,m53-l4010,4010,உத்தரவிடுங்கள் உங்களுக்காக உழைத்திட!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4010_உத்தரவிடுங்கள்_உங்களுக்காக_உழைத்திட!/chapter.md,f33c259003bbae4d96c91732fd4ce9fdfa0dd99258ac1938cd202195484f2114,translations/vol53/m53-l4010.en.md,translated
46,m53-l4011,4011,தலைவர் கலைஞரின் திருத்தப்பட்ட தேர்தல் பிரச்சாரச் சுற்றுப் பயணம்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4011_தலைவர்_கலைஞரின்_திருத்தப்பட்ட_தேர்தல்_பிரச்சாரச்_சுற்றுப்_பயணம்!/chapter.md,4d74e3e2708bea59df5af23ad9b98772b281ce0f0e09428c6c07adb7861e6acd,translations/vol53/m53-l4011.en.md,translated
47,m53-l4012,4012,தவறான விமர்சனத்திற்குத் தீவுத் திடல் கூட்டமே பதிலழு!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4012_தவறான_விமர்சனத்திற்குத்_தீவுத்_திடல்_கூட்டமே_பதிலழு!/chapter.md,aa78ba63f28d9f2c3843954b11ef65f7c20fc9276c9f0bdfc6332e4b341f5aa1,translations/vol53/m53-l4012.en.md,translated
48,m53-l4013,4013,இந்தக் கேள்விகளுக்கு என்ன பதில்?,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4013_இந்தக்_கேள்விகளுக்கு_என்ன_பதில்/chapter.md,fd7d58a7baf7a67382ebc8080c48292404d5c2f84a64aa832d951943af84f44e,translations/vol53/m53-l4013.en.md,translated
49,m53-l4014,4014,மக்கள் நம் பக்கம்; வெற்றி நமதே!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4014_மக்கள்_நம்_பக்கம்;_வெற்றி_நமதே!/chapter.md,d9688e40f89310ed1733f8a6f191dd3d63398d6b244fb6e7a850544bd6afd340,translations/vol53/m53-l4014.en.md,translated
50,m53-l4015,4015,தொடர்ந்து உழைத்திடத் தொய்வின்றி ஆதரிப்பீர்!,v6_source_verification/v6_4/publication_text_layer/vol53/chapters/m53-l4015_தொடர்ந்து_உழைத்திடத்_தொய்வின்றி_ஆதரிப்பீர்!/chapter.md,7186276068d03e71e7e4f7cbf391cfa57b813b64e436ce493193a06c7de13a1b,translations/vol53/m53-l4015.en.md,translated
