order,chapter_id,letter_number,tamil_title,source_file,source_sha256,translation_file,status
11,m51-l3877,3877,எச்சரிக்கை தேவை; வெற்றி நமதே!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3877_எச்சரிக்கை_தேவை;_வெற்றி_நமதே!/chapter.md,2ec9242300eea1df5d235254fc316af08096f9e7b06677175887e20ca18ca5f6,translations/vol51/m51-l3877.en.md,translated
12,m51-l3878,3878,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (1),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3878_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(1)/chapter.md,690fff4bc7436cff75b29599bc16cdb34031c12432a9e2dfb3f18c273c0d48ab,translations/vol51/m51-l3878.en.md,translated
13,m51-l3879,3879,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (2),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3879_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(2)/chapter.md,1bbe0a5537955d8f18bebe8b43faaf446d2f95f0aeabb1b139cab867b239e01f,translations/vol51/m51-l3879.en.md,translated
14,m51-l3880,3880,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (3),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3880_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(3)/chapter.md,261044a7b8bdf5bafe34c9563d4ffeeb64df244cf349b5c976549d7836157ea2,translations/vol51/m51-l3880.en.md,translated
15,m51-l3881,3881,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (4),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3881_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(4)/chapter.md,ea93e698bd8244641a3fc78cac1d2234f6f073e26adf4bc9dfb1f12e924e329f,translations/vol51/m51-l3881.en.md,translated
16,m51-l3882,3882,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (5),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3882_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(5)/chapter.md,1869785386a347540736ff3c335d4e0b71f9cb0bd5fa382a5617403c958bd6d3,translations/vol51/m51-l3882.en.md,translated
17,m51-l3883,3883,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (6),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3883_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(6)/chapter.md,774fb970024e2151b4c2786237eb3d2c3b253cff07af556fa52100a41a118541,translations/vol51/m51-l3883.en.md,translated
18,m51-l3884,3884,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (7),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3884_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(7)/chapter.md,677eeaeda80612bf1f50b3219c7f0b530d04e58bb42488597ef4e6160d1d2dc4,translations/vol51/m51-l3884.en.md,translated
19,m51-l3885,3885,சொத்துக் குவிப்பு வழக்கு; ஒரு தொடர்கதை! (8),v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3885_சொத்துக்_குவிப்பு_வழக்கு;_ஒரு_தொடர்கதை!_(8)/chapter.md,6b723ca6df4de81da2998450ada525eee034b601196af55ab41e03c07d7e57db,translations/vol51/m51-l3885.en.md,translated
20,m51-l3886,3886,அந்த நாள்; என்றுதான் வருமோ?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3886_அந்த_நாள்;_என்றுதான்_வருமோ/chapter.md,f0b4b2bac5fc31a2ecdc266da4ac123fcc09a3e6bf5ed74abe009b4e00a8286d,translations/vol51/m51-l3886.en.md,translated
21,m51-l3887,3887,தாமதமாகும் நீதி; தடுக்கப்படும் நீதியாகி விடும்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3887_தாமதமாகும்_நீதி;_தடுக்கப்படும்_நீதியாகி_விடும்!/chapter.md,b2eb12cfa705e64021658937a5b26a86669e356b00fa30bb1c8b3e10db665b16,translations/vol51/m51-l3887.en.md,translated
22,m51-l3888,3888,தமிழர்களின் இந்த விருப்பமாவது நிறைவேறுமா?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3888_தமிழர்களின்_இந்த_விருப்பமாவது_நிறைவேறுமா/chapter.md,2a56da98984066dd821c51ca52ab8ef5bb52581d93697a9f627aa30532b4abf6,translations/vol51/m51-l3888.en.md,translated
23,m51-l3889,3889,நீண்ட வரலாறுதான்; ஆனால் நினைவில் நிறுத்த வேண்டியது!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3889_நீண்ட_வரலாறுதான்;_ஆனால்_நினைவில்_நிறுத்த_வேண்டியது!/chapter.md,6534e2411969dabd90305f46d5698786dae13a48fc52758fb515d5d7bf4c7426,translations/vol51/m51-l3889.en.md,translated
24,m51-l3890,3890,சூட்சமத்தைப் புரிந்துகொள்வாய்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3890_சூட்சமத்தைப்_புரிந்துகொள்வாய்!/chapter.md,de16d91e72484acedb572de308dc659f70b233edd9f1742f34e900eb915a4db4,translations/vol51/m51-l3890.en.md,translated
25,m51-l3891,3891,மனம் இல்லையா? மார்க்கம் தெரியவில்லையா?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3891_மனம்_இல்லையா_மார்க்கம்_தெரியவில்லையா/chapter.md,db015f3813169928416bc315f5ccdf1e2404f0a92e77cf78e0d500869af7c53a,translations/vol51/m51-l3891.en.md,translated
26,m51-l3892,3892,நெல் கொள்முதல் விலையை ரூ.2000 என உயர்த்துக!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3892_நெல்_கொள்முதல்_விலையை_ரூ.2000_என_உயர்த்துக!/chapter.md,7c743c85b69c4e41dc71d656b07ce427e829f90edafbbfb1ac913ea0ac5d10b1,translations/vol51/m51-l3892.en.md,translated
27,m51-l3893,3893,பெரியார் கூறிய கட்டுப்பாடு காத்திட; அண்ணா வழியில் வாரீர்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3893_பெரியார்_கூறிய_கட்டுப்பாடு_காத்திட;_அண்ணா_வழியில்_வாரீர்!/chapter.md,489474e0280865c34758fd672098247237a8a841186166e908d78cba9b76ba91,translations/vol51/m51-l3893.en.md,translated
28,m51-l3894,3894,"அரைவெக்காடு யார்; ஜெயாவா, நானா?","v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3894_அரைவெக்காடு_யார்;_ஜெயாவா,_நானா/chapter.md",0bd531a4df206d9dcb2ae7da760b403e4ec9d9fd38732fb50e640db3e852afc6,translations/vol51/m51-l3894.en.md,translated
29,m51-l3895,3895,நீதிபதி சந்துருவின் நெறி தவறாத வழிகள்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3895_நீதிபதி_சந்துருவின்_நெறி_தவறாத_வழிகள்!/chapter.md,beba01f551eeb0ad7f267b2eac43679fc3df42c58bb5ab676bee53dbf8ebdddc,translations/vol51/m51-l3895.en.md,translated
30,m51-l3896,3896,வருமான வரி வழக்கில் புது திருப்பம்; ஏன்? எவ்வாறு?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3896_வருமான_வரி_வழக்கில்_புது_திருப்பம்;_ஏன்_எவ்வாறு/chapter.md,2ff76494ee45442c796ee414ebf5480a0cbb99fb6b2fdebc90921eac56ce87be,translations/vol51/m51-l3896.en.md,translated
31,m51-l3897,3897,"ஒரே ரகுபதி தலைமையில், ஒன்பது விசாரணைகளா?","v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3897_ஒரே_ரகுபதி_தலைமையில்,_ஒன்பது_விசாரணைகளா/chapter.md",82c70c48388f8268c037baed76c5f16febd2e35a771ab9393c536607d5a7f8a8,translations/vol51/m51-l3897.en.md,translated
32,m51-l3898,3898,இனி என்ன செய்யப் போகிறது இந்த அரசு?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3898_இனி_என்ன_செய்யப்_போகிறது_இந்த_அரசு/chapter.md,63315ea785c0feee7fec8da15fbf21e914c6ca8e3582f7bde18cd6dee7333d95,translations/vol51/m51-l3898.en.md,translated
33,m51-l3899,3899,“அம்மா” ஆட்சியில் தொடரும் அகால மரணங்கள்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3899_“அம்மா”_ஆட்சியில்_தொடரும்_அகால_மரணங்கள்!/chapter.md,fbb73def0911ddbd4d2a2b67445b49287a513734b0ffd35b86da40fae64adb97,translations/vol51/m51-l3899.en.md,translated
34,m51-l3900,3900,வார்த்தைப் போட்டிக்கு வர விரும்பவில்லை!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3900_வார்த்தைப்_போட்டிக்கு_வர_விரும்பவில்லை!/chapter.md,fb161621fccb63cd3afa48cdba7ed538512f78c55ee39d4b7aa5c4b3203e4464,translations/vol51/m51-l3900.en.md,translated
35,m51-l3901,3901,வருமான வரித்துறையுடன் திடீர் சமரச மர்மம் என்ன?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3901_வருமான_வரித்துறையுடன்_திடீர்_சமரச_மர்மம்_என்ன/chapter.md,d6f404cac43b3fd354cffb09de4f7422442394b87770d3c1cb5b2beb7e2e0d1a,translations/vol51/m51-l3901.en.md,translated
36,m51-l3902,3902,இலங்கைப் பிரச்சினையில் நமது நம்பிக்கை மெய்யாகுமா?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3902_இலங்கைப்_பிரச்சினையில்_நமது_நம்பிக்கை_மெய்யாகுமா/chapter.md,20dda41e55ff08b7f567acbace4102a83aacec07058d6837c606ad9659f1b808,translations/vol51/m51-l3902.en.md,translated
37,m51-l3903,3903,வாழ்க பெருந்தலைவர் காமராஜரின் புகழ்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3903_வாழ்க_பெருந்தலைவர்_காமராஜரின்_புகழ்!/chapter.md,d7860800acda3ddeda91f602b7e2bb6e0153b453e24e3d582815aa497a107582,translations/vol51/m51-l3903.en.md,translated
38,m51-l3904,3904,கங்கணம் கட்டிக்கொண்டு செயல்படாதீர்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3904_கங்கணம்_கட்டிக்கொண்டு_செயல்படாதீர்!/chapter.md,8cdac40a7777bde5da2770f0f8bcbd4fb4e0e64cd4182ccb64fb3ddeaec7e6ad,translations/vol51/m51-l3904.en.md,translated
39,m51-l3905,3905,பொய்க்குளி பேச்சுக்கு மறுப்பு!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3905_பொய்க்குளி_பேச்சுக்கு_மறுப்பு!/chapter.md,f63fd96b039b99f2221d9b95fb77a4a1e42b3f086de41395594b417527600d53,translations/vol51/m51-l3905.en.md,translated
40,m51-l3906,3906,இதுதானே; அண்ணா கண்ட அன்புவழி!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3906_இதுதானே;_அண்ணா_கண்ட_அன்புவழி!/chapter.md,e18ec33649ad22c7d2b83ea011a3f6f1ff195197506fa4288383d61e3b2c1658,translations/vol51/m51-l3906.en.md,translated
41,m51-l3907,3907,சர்ச்சையை உருவாக்கவா சமஸ்கிருத வாரம்?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3907_சர்ச்சையை_உருவாக்கவா_சமஸ்கிருத_வாரம்/chapter.md,5511d1ae9b55da8ec60d036a12d7fd945330bbc5491d91828459b591fb1c6d59,translations/vol51/m51-l3907.en.md,translated
42,m51-l3908,3908,நீதியின் கழுத்தை நெரிக்கும் கட்ஜுவின் நேர்மையற்ற கருத்து!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3908_நீதியின்_கழுத்தை_நெரிக்கும்_கட்ஜுவின்_நேர்மையற்ற_கருத்து!/chapter.md,03528a6c2c0045963f0a62c12e77a8a177b6e9358ac6cae38bd37c27487d5864,translations/vol51/m51-l3908.en.md,translated
43,m51-l3909,3909,தமிழகச் சட்டமன்றத்தில் ஜனநாயகம் படும் பாடு!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3909_தமிழகச்_சட்டமன்றத்தில்_ஜனநாயகம்_படும்_பாடு!/chapter.md,34932508128acc19e0eb8ce5c374110e7f19b63154d75ca4f2a148b6696ea589,translations/vol51/m51-l3909.en.md,translated
44,m51-l3910,3910,உணரும் காலம் வெகு விரைவில் வந்தே தீரும்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3910_உணரும்_காலம்_வெகு_விரைவில்_வந்தே_தீரும்!/chapter.md,d678d6903f4045a417e64949f68fd322ba7a4cbef5395318925f5e236ddde67c,translations/vol51/m51-l3910.en.md,translated
45,m51-l3911,3911,இதற்குப் பெயரா “பெண்களுக்குப் பாதுகாப்பு”?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3911_இதற்குப்_பெயரா_“பெண்களுக்குப்_பாதுகாப்பு”/chapter.md,2c91636486ffa2f31b28eeacb39445625cdd709e322bb34ce81f1583980e08e4,translations/vol51/m51-l3911.en.md,translated
46,m51-l3912,3912,இந்த நாளில் அன்பு வேண்டுகோள்!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3912_இந்த_நாளில்_அன்பு_வேண்டுகோள்!/chapter.md,0a8b6ba7bdef02445771d94da0eb103786b7c0d50bf952be47699fe9a5b6a952,translations/vol51/m51-l3912.en.md,translated
47,m51-l3913,3913,"சத்துணவு, அங்கன்வாடி ஊழியர்கள் பிரச்சினை - இந்த அரசின் அணுகுமுறை என்ன?","v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3913_சத்துணவு,_அங்கன்வாடி_ஊழியர்கள்_பிரச்சினை_-_இந்த_அரசின்_அணுகுமுறை_என்ன/chapter.md",1bd55beede4ad9b0fd9fee90bc441db459102b312012e9382cb5ff73614e0415,translations/vol51/m51-l3913.en.md,translated
48,m51-l3914,3914,குண்டர் சட்டத்தை மேலும் கொடுமையாக்குவதா?,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3914_குண்டர்_சட்டத்தை_மேலும்_கொடுமையாக்குவதா/chapter.md,4895b3e647efa9eb19097e0bd089dd882417c21d6d1fbe60fd2cd37f1fe505f2,translations/vol51/m51-l3914.en.md,translated
49,m51-l3915,3915,நீதிக்குத் தலைவணங்க ஒரு வாய்ப்பு!,v6_source_verification/v6_7_pretranslation/vol51/chapters/m51-l3915_நீதிக்குத்_தலைவணங்க_ஒரு_வாய்ப்பு!/chapter.md,a0eb32ed99a7801fcfbf611f46ad4af55636b7b4c643c691343f253ea918676f,translations/vol51/m51-l3915.en.md,translated
