letter_number,occurrence,date,english_title,source_pdf_pages,translation_status,bilingual_alignment_status,editorial_review_status,final_release_status,source_incomplete,file
3470,1,2010-05-18,Why This Fury from the Lady of Siruthavur?,317-322,source-checked,aligned,reviewed,pending,false,letters/3470-why-this-fury-from-the-lady-of-siruthavur.md
3471,1,2010-05-26,Coimbatore Conference: A Letter Explaining Its Shortcomings and Merits!,323-325,source-checked,aligned,reviewed,pending,false,letters/3471-coimbatore-conference-a-letter-explaining-its-shortcomings-and-merits.md
3472,1,2010-05-30,"An Elegant Hair-Knot, They Say; a Screw-Pine Flower, They Say...",326-331,source-checked,aligned,reviewed,pending,false,letters/3472-an-elegant-hair-knot-they-say-a-screw-pine-flower-they-say.md
3473,1,2010-05-31,"An Elegant Hair-Knot, They Say; a Screw-Pine Flower, They Say... (2)",332-339,source-checked,aligned,reviewed,pending,false,letters/3473-an-elegant-hair-knot-they-say-a-screw-pine-flower-they-say-2.md
3474,1,2010-06-02,"An Elegant Hair-Knot, They Say; a Screw-Pine Flower, They Say... 3",340-347,source-checked,aligned,reviewed,pending,false,letters/3474-an-elegant-hair-knot-they-say-a-screw-pine-flower-they-say-3.md
3475,1,2010-06-16,"Come, Striped Tiger, to Show That Truth Will Triumph!",348-353,source-checked,aligned,reviewed,pending,false,letters/3475-come-striped-tiger-to-show-that-truth-will-triumph.md
3476,1,2010-06-17,Do Not Think of Poison; Do Not Trust It and Be Ruined!,354-357,source-checked,aligned,reviewed,pending,false,letters/3476-do-not-think-of-poison-do-not-trust-it-and-be-ruined.md
3477,1,2010-06-19,Here Is the Assurance Spoken by the Copper-Plate Records!,358-363,source-checked,aligned,reviewed,pending,false,letters/3477-here-is-the-assurance-spoken-by-the-copper-plate-records.md
3478,1,2010-07-04,Corruption! Is Your Name Jayalalithaa?,364-370,source-checked,aligned,reviewed,pending,false,letters/3478-corruption-is-your-name-jayalalithaa.md
3479,1,2010-07-07,What Benefit Will This ‘Bandh’ Bring?,371-374,source-checked,aligned,reviewed,pending,false,letters/3479-what-benefit-will-this-bandh-bring.md
3480,1,2010-07-12,Tamil Will Now Grow to Prevail!,375-379,source-checked,aligned,reviewed,pending,false,letters/3480-tamil-will-now-grow-to-prevail.md
3481,1,2010-07-14,Unwanted Criticisms; Let Us Forget! Let Us Forgive!,380-385,source-checked,aligned,reviewed,pending,false,letters/3481-unwanted-criticisms-let-us-forget-let-us-forgive.md
3482,1,2010-07-16,The Lady’s Baseless Accusation and the Firm Reply!,386-393,source-checked,aligned,reviewed,pending,false,letters/3482-the-ladys-baseless-accusation-and-the-firm-reply.md
3483,1,2010-07-17,The Lady’s Baseless Accusation and the Firm Reply! (2),394-400,source-checked,aligned,reviewed,pending,false,letters/3483-the-ladys-baseless-accusation-and-the-firm-reply-2.md
